date,code,name,call_vol,put_vol,pcr_vol
2024-04-15,510300,沪深300ETF,957751.0,844470.0,88.17
2024-04-15,510500,中证500ETF,773908.0,873176.0,112.83
2024-04-15,588000,科创50ETF,386554.0,321736.0,83.23
2024-04-15,588080,科创板50ETF,274959.0,307177.0,111.72
2024-04-16,510050,上证50ETF,942824.0,918781.0,97.45
2024-04-16,510300,沪深300ETF,734337.0,813714.0,110.81
2024-04-16,510500,中证500ETF,752380.0,993750.0,132.08
2024-04-16,588000,科创50ETF,249475.0,267123.0,107.07
2024-04-16,588080,科创板50ETF,229536.0,376038.0,163.83
2024-04-17,510050,上证50ETF,810528.0,783524.0,96.67
2024-04-17,510300,沪深300ETF,753440.0,741868.0,98.46
2024-04-17,510500,中证500ETF,807172.0,895988.0,111.0
2024-04-17,588000,科创50ETF,279108.0,242177.0,86.77
2024-04-17,588080,科创板50ETF,230839.0,313916.0,135.99
2024-04-18,510050,上证50ETF,1267522.0,1007393.0,79.48
2024-04-18,510300,沪深300ETF,1036801.0,863709.0,83.31
2024-04-18,510500,中证500ETF,760602.0,849106.0,111.64
2024-04-18,588000,科创50ETF,364500.0,278086.0,76.29
2024-04-18,588080,科创板50ETF,334134.0,351209.0,105.11
2024-04-19,510050,上证50ETF,760309.0,792768.0,104.27
2024-04-19,510300,沪深300ETF,728477.0,796169.0,109.29
2024-04-19,510500,中证500ETF,561598.0,797717.0,142.04
2024-04-19,588000,科创50ETF,348067.0,331268.0,95.17
2024-04-19,588080,科创板50ETF,413297.0,475977.0,115.17
2024-04-22,510050,上证50ETF,710542.0,636973.0,89.65
2024-04-22,510300,沪深300ETF,585610.0,567134.0,96.84
2024-04-22,510500,中证500ETF,573757.0,667850.0,116.4
2024-04-22,588000,科创50ETF,307212.0,280137.0,91.19
2024-04-22,588080,科创板50ETF,167666.0,243098.0,144.99
2024-04-23,510050,上证50ETF,704940.0,635169.0,90.1
2024-04-23,510300,沪深300ETF,654028.0,677801.0,103.63
2024-04-23,510500,中证500ETF,561238.0,711706.0,126.81
2024-04-23,588000,科创50ETF,230341.0,203683.0,88.43
2024-04-23,588080,科创板50ETF,163500.0,205294.0,125.56
2024-04-24,510050,上证50ETF,684618.0,576144.0,84.16
2024-04-24,510300,沪深300ETF,586714.0,557682.0,95.05
2024-04-24,510500,中证500ETF,479981.0,530326.0,110.49
2024-04-24,588000,科创50ETF,229844.0,206318.0,89.76
2024-04-24,588080,科创板50ETF,199119.0,222571.0,111.78
